index,index,text
759,759,"People are disgusted and embarrassed by the Fake News Media , as headed by the @ nytimes , @ washingtonpost , @ comcast & amp ; …"
760,760,"So true , although Honest Abe wasn ’ t bad . Thank you !"
761,761,Donald Trump backs ' Apprentice ' Randal Pinkett for N . J . Lieutenant Governor :
762,762,". . . . competitive disadvantage . We should be leading , not following !"
763,763,". . . He is Strong on Crime , the Border , and Second Amendment . Mike has my Complete and Total Endorsement ! Turn your B …"
764,764,Great meeting with @ THEHermanCain yesterday in Trump Tower . Great guy !
765,765,The first book signing at Trump Tower for # TimeToGetTough was so popular that I ' m doing another one today from noon to 2pm / Trump Tower
766,766,"Just finished speaking in Sydney , Australia , in front of 20 , 000 people and today I ' m off to Melbourne for anot … ( cont )"
767,767,Disgraceful . Should join the Republican Party !
768,768,OPEC is setting crude at $ 94 / barrel on ' signs US economy is improving . ' OPEC uses any excuse to rip us off and our leaders just watch .
769,769,Maria is Great !
770,770,"95 % Approval Rating in the Republican Party . Thank you ! 191 Federal Judges ( a record ) , and two Supreme Court Justic …"
771,771,LIBERATE MICHIGAN !
772,772,. . . . us since the beginning of this crisis . ” They meant the opposite ? Forgot to mention that I closed our Country to …
773,773,Sorry I will miss the CPAC gathering in Orlando - - there in spirit - - Obama must go .
774,774,The Arab Spring has turned into the Islamist Winter . Our ally @ Israel is in a perilous position . We must stand behind @ Israel .
775,775,China and OPEC were not mentioned in a single question in the @ ABC Iowa debate this past Saturday . Wait for the Newsmax - @ iontv debate !
776,776,IG report on Andrew McCabe : Misled Investigators over roll in news media disclosure . . . Lacked Candor ( Lied ) on four …
777,777,I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone …
778,778,"@ oreillyfactor is having a poll , cast your vote for me at"
779,779,"Governors should let roads and highway construction begin before heavy traffic starts , which will be soon . Some Gov …"
780,780,- Wishing a Happy Father ' s Day to all the Dad ' s out there - YOU are a champion today and everyday !
781,781,@ hootie821 @ wishn2Bfamous @ khfritch Your questions were answered in today ' s # trumpvlog …
782,782,Check out the # trumpvlog to see the answers to your questions . . .
783,783,Palm Sunday is the beginning of a Holy week for many people of Faith and a great day to lift our voices in Prayer . …
784,784,My interview which recently aired on CNBC ' s Squawk Box in … ( cont )
785,785,"THANK YOU to our Police Officers , Fire Fighters , and EMS who help us defeat the Virus every day . Our proud nation i …"
786,786,China taxing imports from the US - - 22 % - - why aren ' t we taxing China ?
787,787,OPEC has just raised oil to over $ 102 / Barrel . And @ BarackObama still won ' t approve the Keystone Pipeline . Does he want high gas prices ?
788,788,"Vote @ MikeGarcia2020 by May 12th ! His opponent @ ChristyforCA25 voted to fire teachers , and cut their salaries while …"
789,789,When will @ BarackObama present an actual budget ? Enough with the games .
790,790,"Donald Trump Partners with TV1 on New Reality Series Entitled , Omarosa ' s Ultimate Merger :"
791,791,"Then we attended the Scottish fashion show that benefits veterans , Dressed to Kilt 2010 , which I co - hosted with Sir Sean and Lady Connery ."
792,792,Melania will be on QVC tomorrow night at 9 p . m . ET to introduce her beautiful and inspiring Melania Timepieces & Fashion Jewelry collection .
793,793,# ThanksForDelivering @ UPS !
794,794,". . . . This is the biggest political crime in American History , by far . SIMPLY PUT , THE PARTY IN POWER ILLEGALLY SPIED …"
795,795,"Amazing - - Obama speaks , market goes DOWN - - - Trump tells CNBC he ' s buying stock - - - market goes UP - - - should not be that way !"
796,796,"The lightweight , @ JonHuntsman , used my name in a debate for gravitas - - it didn ' t work . Sad !"
797,797,"Don ' t forget my book signing tonight at Costco on 1250 Old Country Road in Westbury , NY , from 6 - 8 pm . Hope to see you there ."
798,798,I was speaking with Don Imus this morning . . . .
799,799,THANK YOU SOUTH CAROLINA !
800,800,"“ You don ’ t come to court and ask for witnesses after you ’ ve already presented your case , unless you know your case …"
801,801,Thank you very much to Ken Langone for being a great American and for your wonderful comments on @ TeamCavuto .
802,802,"Market up big today on very good economic news . JOBS , JOBS , JOBS !"
803,803,My @ foxandfriends interview from yesterday
804,804,"When it comes to China , @ BarackObama practices "" pretty please "" diplomacy . He begs and pleads and bows - - and it ' … ( cont )"
805,805,"I just signed the CARES Act , the single biggest economic relief package in American History – twice as large as any …"
806,806,"Cryin Chuck Schumer , compared to what other Senators have brought home to their states , has brought very little bac …"
807,807,"Happy to have passed 800 , 000 followers . Looking forward to passing 1M sooner than later ."
808,808,"Mexico is sadly experiencing very big CoronaVirus problems , and now California , get this , doesn ’ t want people comin …"
809,809,Nice conflict . Brown dropped out of presidential race FAST . Polled at ZERO !
810,810,“ President Trump shows us that electability is no match for electricity ” by @ KellyannePolls
811,811,""" The Architect "" @ KarlRove is directly responsible for losing both houses & @ BarackObama becoming President . Ignore him ."
812,812,Disgraceful !
813,813,CONGRATULATIONS @ AF_Academy !
814,814,"In an Impeachment , you can ’ t use a work of fiction as the theory for the case , filling in gaps with presumptions ag …"
815,815,Obama Care ’ s taxes vest in 2014 . Conveniently after the 2012 election . Coincidence ?
816,816,"Elizabeth “ Pocahontas ” Warren , who was going nowhere except into Mini Mike ’ s head , just dropped out of the Democrat …"
817,817,"The Do Nothing Democrats just keep repeating and repeating , over and over again , the same old “ stuff ” on the Impeac …"
818,818,". . . . . least 5 States & amp ; the Nomination . Did the DNC & amp ; Dems tell Elizabeth Warren to wait ? If so , they were deadly , th …"
819,819,@ BarackObama has already added $ 5 Trillion to the national debt in less than 3 years . We must defeat him in 2012 . # TimeToGetTough
820,820,"I ' m proud to accept the 2010 HollyRod Foundation Humanitarian Award from Holly Robinson Peete , who raised $ 700 , 000 on Celebrity Apprentice"
821,821,Mail in ballots substantially increases the risk of crime and VOTER FRAUD !
822,822,". . . . He is Strong on Crime , the Border , and Second Amendment . Tom has deep roots in Wisconsin , is a big Tax Cutter , …"
823,823,". . . . If my hands were tied , Iran would have a field day . Sends a very bad signal . The Democrats are only doing this …"
824,824,My thoughts on yesterday ' s events in today ' s # trumpvlog
825,825,""" Restoring American wealth will require that we get tough . The next president must understand that America ' s ( cont )"
826,826,Our national debt has grown by 30 % and a gallon of gas has doubled so far under @ BarackObama . He is a disaster .
827,827,My thoughts on Anthony Weiner in today ' s # trumpvlog . . .
828,828,This is a terrific day for downtown New York . Trump SoHo is unlike anything else . Be sure to visit this fantastic hotel soon !
829,829,"“ U . S . acted on the Coronavirus very , very quickly . ” Gordon Chang @ IngrahamAngle"
830,830,America wasted billions and precious lives in Iraq and Iran will soon take control - - very very sad .
831,831,Republicans and Democrats should get back to work immediately to work on resolving downgrade . This is not a go … ( cont )
832,832,Bootedgeedge ( Buttigieg ) is doing pretty well tonight . Giving Crazy Bernie a run for his money . Very interesting !
833,833,""" This season of Celebrity Apprentice is even bigger and better than ever . We ' ve never had more candidates and ( cont )"
834,834,"The four hospitals that we ( FEMA ) are building in NYC at the Javits Convention Center are moving along very well , a …"
835,835,""" Before Kids Can Go Places , They Need a Place To Go "" - - the motto of The Police Athletic League , an organization I ' m very proud to support"
836,836,"Cuomo ’ s been calling daily , even hourly , begging for everything , most of which should have been the state ’ s respons …"
837,837,"“ They say Roger Stone lied to Congress . ” @ CNN OH , I see , but so did Comey ( and he also leaked classified informati …"
838,838,". @ FoxNews “ Dems say President Trump is trying to open the United States Economy too quickly ” , but , if I took even a …"
